[02:47:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:38] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:38] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:38] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10305, attrs=[MaxHP], result=0
[02:59:38] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:38] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:38] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3357, attrs=[MaxDS,DS], result=0
[02:59:39] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:39] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:39] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10305, attrs=[MaxHP], result=0
[02:59:39] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:39] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:39] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3357, attrs=[MaxDS,DS], result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=183, attrs=[AT,DA], result=2400
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=37, attrs=[DP], result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:40] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10305, attrs=[MaxHP], result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:40] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3357, attrs=[MaxDS,DS], result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:40] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10305, attrs=[MaxHP], result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:40] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3357, attrs=[MaxDS,DS], result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=183, attrs=[AT,DA], result=2400
[02:59:40] [ATTR] [ATTR_TRACE] AccessoryStatus | type=AT, base=0, result=4840
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3256, attrs=[AT,DA], result=2400
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=37, attrs=[DP], result=0
[02:59:40] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DE, base=0, result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=263, attrs=[DP], result=0
[02:59:40] [ATTR] [ATTR_TRACE] AccessoryStatus | type=CT, base=0, result=3600
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=2012, attrs=[CA], result=0
[02:59:40] [ATTR] [ATTR_TRACE] AccessoryStatus | type=AS, base=2090, result=710
[02:59:40] [ATTR] [ATTR_TRACE] AccessoryStatus | type=EV, base=0, result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=2620, attrs=[EV,ER], result=0
[02:59:40] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HT, base=0, result=4000
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=530, attrs=[HT], result=0
[02:59:40] [ATTR] [ATTR_TRACE] AccessoryStatus | type=BL, base=0, result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:40] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10305, attrs=[MaxHP], result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:40] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10305, attrs=[MaxHP], result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:40] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10305, attrs=[MaxHP], result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:40] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:40] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3357, attrs=[MaxDS,DS], result=0
[02:59:41] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:41] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:41] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10305, attrs=[MaxHP], result=0
[02:59:41] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:41] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:41] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3357, attrs=[MaxDS,DS], result=0
[02:59:42] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:42] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:42] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10305, attrs=[MaxHP], result=0
[02:59:42] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:42] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:42] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10305, attrs=[MaxHP], result=0
[02:59:42] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:42] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:42] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10305, attrs=[MaxHP], result=0
[02:59:42] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:42] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:42] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10305, attrs=[MaxHP], result=0
[02:59:42] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:42] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:42] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10305, attrs=[MaxHP], result=0
[02:59:42] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:42] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:42] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10305, attrs=[MaxHP], result=0
[02:59:42] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:42] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:42] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3357, attrs=[MaxDS,DS], result=0
[02:59:42] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:42] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:42] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3357, attrs=[MaxDS,DS], result=0
[02:59:42] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:42] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:42] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10305, attrs=[MaxHP], result=0
[02:59:42] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:42] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:42] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10305, attrs=[MaxHP], result=0
[02:59:42] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:42] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:42] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3357, attrs=[MaxDS,DS], result=0
[02:59:42] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:42] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:42] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10305, attrs=[MaxHP], result=0
[02:59:42] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:42] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:42] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3357, attrs=[MaxDS,DS], result=0
[02:59:42] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:42] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:42] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10305, attrs=[MaxHP], result=0
[02:59:42] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:42] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:42] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10305, attrs=[MaxHP], result=0
[02:59:43] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:43] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:43] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10305, attrs=[MaxHP], result=0
[02:59:43] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:43] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:43] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3357, attrs=[MaxDS,DS], result=0
[02:59:44] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:44] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:44] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10305, attrs=[MaxHP], result=0
[02:59:44] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:44] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:44] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3357, attrs=[MaxDS,DS], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=183, attrs=[AT,DA], result=2400
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=37, attrs=[DP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10305, attrs=[MaxHP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:45] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3357, attrs=[MaxDS,DS], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10305, attrs=[MaxHP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:45] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3357, attrs=[MaxDS,DS], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=183, attrs=[AT,DA], result=2400
[02:59:45] [ATTR] [ATTR_TRACE] AccessoryStatus | type=AT, base=0, result=4840
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3256, attrs=[AT,DA], result=2400
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=37, attrs=[DP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DE, base=0, result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=263, attrs=[DP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] AccessoryStatus | type=CT, base=0, result=3600
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=2012, attrs=[CA], result=0
[02:59:45] [ATTR] [ATTR_TRACE] AccessoryStatus | type=AS, base=2090, result=710
[02:59:45] [ATTR] [ATTR_TRACE] AccessoryStatus | type=EV, base=0, result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=2620, attrs=[EV,ER], result=0
[02:59:45] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HT, base=0, result=4000
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=530, attrs=[HT], result=0
[02:59:45] [ATTR] [ATTR_TRACE] AccessoryStatus | type=BL, base=0, result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10305, attrs=[MaxHP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10305, attrs=[MaxHP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10305, attrs=[MaxHP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:45] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3357, attrs=[MaxDS,DS], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1763, attrs=[MaxHP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:45] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=953, attrs=[MaxDS,DS], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1090, attrs=[MaxHP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:45] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=568, attrs=[MaxDS,DS], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1185, attrs=[MaxHP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:45] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=589, attrs=[MaxDS,DS], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:45] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10305, attrs=[MaxHP], result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:45] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:45] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3357, attrs=[MaxDS,DS], result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:46] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10305, attrs=[MaxHP], result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:46] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3357, attrs=[MaxDS,DS], result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:46] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:46] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3522, attrs=[MaxDS,DS], result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=183, attrs=[AT,DA], result=2400
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=37, attrs=[DP], result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:46] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:46] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3522, attrs=[MaxDS,DS], result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:46] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:59:46] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3522, attrs=[MaxDS,DS], result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=183, attrs=[AT,DA], result=2400
[02:59:46] [ATTR] [ATTR_TRACE] AccessoryStatus | type=AT, base=0, result=4840
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=3278, attrs=[AT,DA], result=2400
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=37, attrs=[DP], result=0
[02:59:46] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DE, base=0, result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=268, attrs=[DP], result=0
[02:59:46] [ATTR] [ATTR_TRACE] AccessoryStatus | type=CT, base=0, result=3600
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=2217, attrs=[CA], result=0
[02:59:46] [ATTR] [ATTR_TRACE] AccessoryStatus | type=AS, base=2090, result=710
[02:59:46] [ATTR] [ATTR_TRACE] AccessoryStatus | type=EV, base=0, result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=2620, attrs=[EV,ER], result=0
[02:59:46] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HT, base=0, result=4000
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=530, attrs=[HT], result=0
[02:59:46] [ATTR] [ATTR_TRACE] AccessoryStatus | type=BL, base=0, result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:46] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:59:46] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=10485, attrs=[MaxHP], result=0
[02:59:46] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
